event_id,lot_id,license_plate,event_type,event_timestamp,amount_charged,payment_method,camera_id
EVT_14343,LOT_SF_03,JC458NY,ENTRY,2024-03-24 12:13:23,,Web,CAM_LOT_SF_03_02
EVT_20421,LOT_SF_01,GG945YE,ENTRY,2024-01-01 13:01:11,,Web,CAM_LOT_SF_01_01
EVT_18833,LOT_SF_03,DL814UR,ENTRY,2024-01-20 11:26:20,,app,CAM_LOT_SF_03_04
EVT_00088,LOT_SF_02,SJ495ZN,EXIT,2024-03-02 13:29:54,5.8,APP,CAM_LOT_SF_02_04
EVT_22084,LOT_LA_03,UM158HF,EXIT,2024-01-28 17:54:23,88.3,Web,CAM_LOT_LA_03_01
EVT_17907,LOT_SEA_01,HK655JV,ENTRY,2024-02-04 12:50:46,,Web,CAM_LOT_SEA_01_03
EVT_04839,LOT_SF_01,JA777UA,ENTRY,2024-02-11 14:36:17,,text,CAM_LOT_SF_01_01
EVT_04545,LOT_LA_03,VZ596FW,ENTRY,2024-02-03 13:09:56,,Web,CAM_LOT_LA_03_01
EVT_16242,LOT_SF_01,TP790UR,EXIT,2024-03-04 15:00:10,20.69,web,CAM_LOT_SF_01_03
EVT_06613,LOT_SEA_02,RW911UG,ENTRY,2024-02-10 11:53:52,,,CAM_LOT_SEA_02_04
EVT_24149,LOT_SEA_01,NM861SV,ENTRY,2024-01-21 16:06:00,,App,CAM_LOT_SEA_01_02
EVT_01259,LOT_SEA_02,LP481JZ,ENTRY,2024-03-03 16:10:30,,text,CAM_LOT_SEA_02_02
EVT_17196,LOT_SF_01,JU251HM,EXIT,2024-01-13 19:03:39,53.63,text,CAM_LOT_SF_01_03
EVT_10356,LOT_SF_03,NA647KP,EXIT,2024-02-08 20:06:26,61.17,web,CAM_LOT_SF_03_02
EVT_02573,LOT_LA_02,MW027SD,ENTRY,2024-03-16 13:21:36,,app,CAM_LOT_LA_02_01
EVT_19259,LOT_SEA_02,AF672XT,ENTRY,2024-01-03 19:43:09,,app,CAM_LOT_SEA_02_02
EVT_15407,LOT_SF_01,RC812VZ,ENTRY,2024-02-04 09:06:33,,APP,CAM_LOT_SF_01_04
EVT_06175,LOT_LA_01,CK138DD,ENTRY,2024-03-16 11:33:56,,app,CAM_LOT_LA_01_03
EVT_22379,LOT_SF_03,DM772KM,ENTRY,2024-01-27 10:33:48,,Web,CAM_LOT_SF_03_01
EVT_23805,LOT_SF_01,JB196ML,ENTRY,2024-03-01 14:34:12,,app,CAM_LOT_SF_01_03
EVT_08444,LOT_SEA_01,ND648KA,EXIT,2024-01-28 00:06:50,68.23,APP,CAM_LOT_SEA_01_02
EVT_22192,LOT_SEA_01,BD657DY,EXIT,2024-01-26 18:10:59,7.68,App,CAM_LOT_SEA_01_01
EVT_02498,LOT_SF_03,MV321HY,EXIT,2024-03-21 16:27:33,43.74,app,CAM_LOT_SF_03_03
EVT_06622,LOT_SEA_02,LK868SJ,EXIT,2024-02-17 16:26:19,17.87,text,CAM_LOT_SEA_02_01
EVT_17772,LOT_SEA_02,UZ183EL,EXIT,2024-03-23 18:13:24,32.82,web,CAM_LOT_SEA_02_03
EVT_03198,LOT_SEA_02,PY580AJ,EXIT,2024-01-14 12:09:53,2.44,app,CAM_LOT_SEA_02_01
EVT_16061,LOT_SF_02,ZK612BB,ENTRY,2024-02-18 11:35:41,,web,CAM_LOT_SF_02_04
EVT_14118,LOT_SF_03,MN258UD,EXIT,2024-02-18 19:15:02,54.48,APP,CAM_LOT_SF_03_04
EVT_13798,LOT_LA_01,RW911UG,EXIT,2024-03-16 13:02:03,5.83,app,CAM_LOT_LA_01_04
EVT_03997,LOT_SF_01,PX179PJ,ENTRY,2024-02-03 16:22:46,,text,CAM_LOT_SF_01_02
EVT_12238,LOT_SF_03,PL213ET,EXIT,2024-01-28 20:14:20,45.41,app,CAM_LOT_SF_03_03
EVT_05276,LOT_SEA_01,YV774NT,EXIT,2024-01-24 09:56:04,12.4,App,CAM_LOT_SEA_01_04
EVT_23997,LOT_LA_01,UZ183EL,ENTRY,2024-03-15 14:06:58,,,CAM_LOT_LA_01_03
EVT_15969,LOT_SF_03,EP973CD,ENTRY,2024-01-26 08:04:32,,text,CAM_LOT_SF_03_04
EVT_23313,LOT_SF_01,FY501EJ,ENTRY,2024-03-24 10:38:54,,app,CAM_LOT_SF_01_02
EVT_19198,LOT_SF_01,TR500YG,EXIT,2024-01-13 20:55:25,85.21,text,CAM_LOT_SF_01_01
EVT_06932,LOT_SF_02,PM379KR,EXIT,2024-03-07 19:31:36,32.64,text,CAM_LOT_SF_02_04
EVT_01316,LOT_SEA_02,MK025KR,EXIT,2024-03-22 12:01:13,,text,CAM_LOT_SEA_02_04
EVT_12050,LOT_SF_02,MF909XY,EXIT,2024-02-19 10:59:12,8.54,web,CAM_LOT_SF_02_03
EVT_00274,LOT_LA_01,HB745AL,EXIT,2024-01-13 19:51:11,91.9,APP,CAM_LOT_LA_01_02
EVT_12568,LOT_SF_02,SD775CK,EXIT,2024-03-16 14:43:11,26.84,text,CAM_LOT_SF_02_01
EVT_19404,LOT_SF_02,BV835UK,EXIT,2024-01-12 16:15:41,47.28,App,CAM_LOT_SF_02_03
EVT_21207,LOT_SEA_01,AJ290EL,ENTRY,2024-02-11 15:36:07,,app,CAM_LOT_SEA_01_02
EVT_01632,LOT_SEA_01,UZ183EL,EXIT,2024-03-04 13:44:00,35.13,App,CAM_LOT_SEA_01_01
EVT_05438,LOT_SEA_01,FD506XJ,EXIT,2024-01-28 17:21:16,7.6,Web,CAM_LOT_SEA_01_01
EVT_00774,LOT_SEA_02,RW868RF,EXIT,2024-02-10 22:16:34,71.89,APP,CAM_LOT_SEA_02_03
EVT_09039,LOT_SEA_01,BH697CD,ENTRY,2024-01-14 14:14:28,,app,CAM_LOT_SEA_01_04
EVT_17248,LOT_SF_03,JB608UY,EXIT,2024-03-16 19:19:08,50.21,Web,CAM_LOT_SF_03_04
EVT_10411,LOT_SF_03,RJ063HL,ENTRY,2024-02-12 17:06:43,,Web,CAM_LOT_SF_03_04
EVT_06403,LOT_SF_03,PB078BP,ENTRY,2024-03-15 09:51:35,,,CAM_LOT_SF_03_03
EVT_22159,LOT_SEA_02,GY521DB,ENTRY,2024-01-06 16:24:44,,Web,CAM_LOT_SEA_02_02
EVT_01137,LOT_SF_02,ES028VL,ENTRY,2024-03-20 16:36:50,,Web,CAM_LOT_SF_02_01
EVT_19899,LOT_SF_01,GZ103KC,ENTRY,2024-01-07 11:07:54,,App,CAM_LOT_SF_01_03
EVT_06047,LOT_SEA_02,SX175JM,ENTRY,2024-01-10 14:37:17,,web,CAM_LOT_SEA_02_02
EVT_16163,LOT_SF_03,EK826EX,ENTRY,2024-01-20 13:08:02,,App,CAM_LOT_SF_03_04
EVT_04423,LOT_LA_01,TY936HV,ENTRY,2024-02-10 20:09:33,,web,CAM_LOT_LA_01_04
EVT_08184,LOT_SF_01,YV774NT,EXIT,2024-02-25 18:11:36,33.62,Web,CAM_LOT_SF_01_03
EVT_00335,LOT_SEA_02,SK466NB,ENTRY,2024-03-08 18:14:19,,app,CAM_LOT_SEA_02_02
EVT_18264,LOT_LA_01,KH303NL,EXIT,2024-03-24 17:58:31,29.52,web,CAM_LOT_LA_01_04
EVT_22049,LOT_SEA_02,CK353PX,ENTRY,2024-01-20 15:28:32,,Web,CAM_LOT_SEA_02_04
EVT_05659,LOT_SEA_01,ZH423EC,ENTRY,2024-03-18 06:17:00,,web,CAM_LOT_SEA_01_04
EVT_14852,LOT_SF_01,VZ596FW,EXIT,2024-01-04 20:52:37,18.41,app,CAM_LOT_SF_01_01
EVT_02830,LOT_SF_03,GZ534TS,EXIT,2024-03-17 17:04:57,18.35,web,CAM_LOT_SF_03_01
EVT_08550,LOT_LA_01,EG569RE,EXIT,2024-02-25 20:40:01,,web,CAM_LOT_LA_01_02
EVT_16266,LOT_SEA_01,BJ384FR,EXIT,2024-03-09 12:12:15,4.77,web,CAM_LOT_SEA_01_03
EVT_09761,LOT_SEA_02,NC849MV,ENTRY,2024-02-25 12:28:17,,app,CAM_LOT_SEA_02_01
EVT_10481,LOT_SF_01,SV565KK,ENTRY,2024-03-24 16:23:43,,Web,CAM_LOT_SF_01_04
EVT_17438,LOT_LA_01,LZ250AE,EXIT,2024-03-24 20:29:10,69.55,Web,CAM_LOT_LA_01_03
EVT_09329,LOT_SF_02,RF652RG,ENTRY,2024-02-06 11:08:39,,App,CAM_LOT_SF_02_02
EVT_05649,LOT_SF_02,WR516DH,ENTRY,2024-03-06 16:09:25,,,CAM_LOT_SF_02_04
EVT_17520,LOT_SEA_01,VY551EJ,EXIT,2024-03-17 18:12:09,51.9,app,CAM_LOT_SEA_01_01
EVT_04794,LOT_SF_02,VX022RU,EXIT,2024-03-01 18:31:18,4.72,APP,CAM_LOT_SF_02_01
EVT_15486,LOT_SEA_02,KA132ZE,EXIT,2024-01-13 18:05:13,15.64,,CAM_LOT_SEA_02_02
EVT_22301,LOT_LA_01,EA387MB,ENTRY,2024-01-21 07:56:31,,app,CAM_LOT_LA_01_01
EVT_19854,LOT_SEA_01,LS279DW,EXIT,2024-02-17 08:37:34,17.23,APP,CAM_LOT_SEA_01_01
EVT_14062,LOT_SF_01,HR995PG,EXIT,2024-03-31 13:06:52,34.19,web,CAM_LOT_SF_01_03
EVT_20090,LOT_SF_01,BJ384FR,EXIT,2024-02-14 00:39:48,41.32,Web,CAM_LOT_SF_01_03
EVT_00930,LOT_SEA_02,LT713ZV,EXIT,2024-02-25 03:07:11,66.44,App,CAM_LOT_SEA_02_04
EVT_03613,LOT_SF_01,BU926US,ENTRY,2024-03-17 16:19:38,,app,CAM_LOT_SF_01_01
EVT_13347,LOT_LA_02,DP315WW,ENTRY,2024-03-03 16:38:44,,web,CAM_LOT_LA_02_02
EVT_03504,LOT_SEA_02,EP944UP,EXIT,2024-02-03 15:27:25,,app,CAM_LOT_SEA_02_01
EVT_07150,LOT_SF_03,EG298YG,EXIT,2024-01-07 14:11:48,19.71,APP,CAM_LOT_SF_03_01
EVT_21491,LOT_SEA_02,SR175GM,ENTRY,2024-01-29 17:38:22,,app,CAM_LOT_SEA_02_04
EVT_18568,LOT_SEA_01,NK794YR,EXIT,2024-01-19 15:05:21,26.6,app,CAM_LOT_SEA_01_04
EVT_24572,LOT_SF_02,DN322GZ,EXIT,2024-01-09 12:41:36,9.97,app,CAM_LOT_SF_02_01
EVT_02480,LOT_SF_02,EG076ZT,EXIT,2024-01-26 21:34:42,40.69,web,CAM_LOT_SF_02_04
EVT_06541,LOT_SEA_02,LX431AF,ENTRY,2024-03-16 12:10:28,,App,CAM_LOT_SEA_02_03
EVT_15748,LOT_SEA_01,EG298YG,EXIT,2024-03-02 14:00:41,20.66,web,CAM_LOT_SEA_01_03
EVT_13909,LOT_LA_02,RE423UU,ENTRY,2024-01-09 08:42:42,,App,CAM_LOT_LA_02_01
EVT_10540,LOT_SF_02,YD678YY,EXIT,2024-01-03 18:42:25,35.67,app,CAM_LOT_SF_02_02
EVT_09909,LOT_SF_01,GH952DD,ENTRY,2024-02-24 17:25:27,,web,CAM_LOT_SF_01_01
EVT_13286,LOT_LA_01,GZ534TS,EXIT,2024-01-18 10:23:27,22.87,App,CAM_LOT_LA_01_04
EVT_18108,LOT_SF_03,ZS914MP,EXIT,2024-03-03 11:38:54,8.88,Web,CAM_LOT_SF_03_03
EVT_11054,LOT_SF_02,XF691NN,EXIT,2024-03-23 23:24:55,72.48,app,CAM_LOT_SF_02_04
EVT_12250,LOT_LA_02,HB745AL,EXIT,2024-03-28 15:46:56,24.9,Web,CAM_LOT_LA_02_04
EVT_07553,LOT_SEA_02,UL760TK,ENTRY,2024-03-08 16:12:35,,web,CAM_LOT_SEA_02_04
EVT_09105,LOT_SEA_02,RC551UU,ENTRY,2024-02-03 19:14:53,,Web,CAM_LOT_SEA_02_04
EVT_01521,LOT_SEA_02,VZ218MC,ENTRY,2024-03-09 17:59:47,,Web,CAM_LOT_SEA_02_01
EVT_15660,LOT_LA_03,YZ356MT,EXIT,2024-03-30 11:02:11,17.59,web,CAM_LOT_LA_03_02
EVT_03359,LOT_SEA_02,FN218CL,ENTRY,2024-02-20 09:30:50,,app,CAM_LOT_SEA_02_01
EVT_23874,LOT_LA_01,NW375CL,EXIT,2024-02-08 13:47:15,,web,CAM_LOT_LA_01_01
EVT_23031,LOT_LA_01,KS364RC,ENTRY,2024-03-07 16:36:29,,web,CAM_LOT_LA_01_03
EVT_18697,LOT_LA_01,HF197DV,ENTRY,2024-03-13 08:36:09,,APP,CAM_LOT_LA_01_03
EVT_08327,LOT_LA_03,DR839BY,ENTRY,2024-01-14 14:47:49,,text,CAM_LOT_LA_03_01
EVT_14096,LOT_SF_03,FV271EW,EXIT,2024-02-29 12:55:17,4.13,,CAM_LOT_SF_03_04
EVT_09542,LOT_SF_03,TJ251HM,EXIT,2024-01-27 20:03:44,,text,CAM_LOT_SF_03_03
EVT_18519,LOT_LA_01,WZ346LK,ENTRY,2024-03-13 14:34:59,,App,CAM_LOT_LA_01_04
EVT_20924,LOT_LA_03,CN451AK,EXIT,2024-01-07 18:17:59,21.51,text,CAM_LOT_LA_03_01
EVT_03463,LOT_SEA_02,AM466UU,ENTRY,2024-02-18 10:47:47,,App,CAM_LOT_SEA_02_03
EVT_02153,LOT_LA_01,CF191YH,ENTRY,2024-02-07 11:59:43,,APP,CAM_LOT_LA_01_03
EVT_19540,LOT_LA_02,YK420NR,EXIT,2024-02-11 13:49:00,16.71,web,CAM_LOT_LA_02_03
EVT_06595,LOT_SF_03,HB371TY,ENTRY,2024-03-24 20:15:12,,app,CAM_LOT_SF_03_01
EVT_23937,LOT_LA_01,GG945YE,ENTRY,2024-02-15 08:49:02,,app,CAM_LOT_LA_01_04
EVT_09466,LOT_SF_01,YP850MK,EXIT,2024-01-20 03:20:11,77.31,app,CAM_LOT_SF_01_04
EVT_17422,LOT_LA_03,BJ774HJ,EXIT,2024-02-28 15:49:38,17.26,,CAM_LOT_LA_03_04
EVT_19800,LOT_SF_02,UW975ZR,EXIT,2024-02-14 11:38:37,13.59,App,CAM_LOT_SF_02_04
EVT_09545,LOT_SF_01,HR524GD,ENTRY,2024-01-04 14:26:49,,text,CAM_LOT_SF_01_03
EVT_24423,LOT_SF_02,AY904KH,EXIT,2024-03-05 20:36:01,6.82,text,CAM_LOT_SF_02_01
EVT_10651,LOT_SF_03,VE107ME,ENTRY,2024-03-21 15:52:36,,,CAM_LOT_SF_03_02
EVT_07616,LOT_LA_01,ZR444HD,EXIT,2024-02-18 17:09:53,74.62,Web,CAM_LOT_LA_01_03
EVT_03060,LOT_LA_03,PF704TF,EXIT,2024-01-11 10:56:43,30.06,app,CAM_LOT_LA_03_04
EVT_10082,LOT_LA_03,ZK648US,EXIT,2024-01-29 12:26:44,14.46,app,CAM_LOT_LA_03_03
EVT_00297,LOT_LA_02,PG838AN,ENTRY,2024-01-14 18:53:14,,text,CAM_LOT_LA_02_01
EVT_21615,LOT_LA_02,UZ282SK,ENTRY,2024-03-04 09:38:49,,web,CAM_LOT_LA_02_01
EVT_15222,LOT_SF_03,XZ016HF,EXIT,2024-03-31 21:50:17,78.97,app,CAM_LOT_SF_03_03
EVT_16598,LOT_SF_03,AC338WA,EXIT,2024-02-06 15:33:28,31.73,App,CAM_LOT_SF_03_02
EVT_07026,LOT_SEA_01,XV389TH,EXIT,2024-03-23 20:21:42,32.36,web,CAM_LOT_SEA_01_04
EVT_15349,LOT_SEA_01,CB943VP,ENTRY,2024-01-23 14:54:24,,text,CAM_LOT_SEA_01_03
EVT_18858,LOT_SF_01,TS716WK,EXIT,2024-03-24 14:38:28,8.71,APP,CAM_LOT_SF_01_02
EVT_14687,LOT_LA_02,FJ127EG,ENTRY,2024-02-21 09:28:17,,app,CAM_LOT_LA_02_01
EVT_03055,LOT_SF_01,RW911UG,ENTRY,2024-02-18 11:43:05,,Web,CAM_LOT_SF_01_01
EVT_03745,LOT_SEA_01,UL760TK,ENTRY,2024-01-24 13:39:02,,web,CAM_LOT_SEA_01_03
EVT_07067,LOT_SF_03,HU633TY,ENTRY,2024-01-09 09:39:43,,text,CAM_LOT_SF_03_03
EVT_03420,LOT_LA_03,VB927MM,EXIT,2024-03-08 15:36:47,71.7,Web,CAM_LOT_LA_03_02
EVT_16148,LOT_SEA_02,XX016NN,EXIT,2024-01-12 21:08:49,37.53,web,CAM_LOT_SEA_02_02
EVT_09996,LOT_SF_03,EK220CX,EXIT,2024-03-30 10:06:10,9.75,web,CAM_LOT_SF_03_02
EVT_04347,LOT_SEA_02,LS532NA,ENTRY,2024-02-10 14:01:49,,app,CAM_LOT_SEA_02_03
EVT_04705,LOT_SF_03,CF191YH,ENTRY,2024-01-07 13:32:39,,Web,CAM_LOT_SF_03_01
EVT_17120,LOT_SEA_01,GA187YY,EXIT,2024-03-23 19:00:48,,web,CAM_LOT_SEA_01_03
EVT_08061,LOT_SF_02,HL544WX,ENTRY,2024-03-16 13:28:04,,Web,CAM_LOT_SF_02_03
EVT_20347,LOT_SF_02,AC372CL,ENTRY,2024-02-02 09:27:11,,web,CAM_LOT_SF_02_01
EVT_13900,LOT_LA_02,LD609DR,EXIT,2024-01-27 13:11:39,29.16,text,CAM_LOT_LA_02_02
EVT_23566,LOT_SEA_01,NW375CL,EXIT,2024-03-04 10:38:47,4.54,App,CAM_LOT_SEA_01_02
EVT_02555,LOT_SEA_01,UU725UU,ENTRY,2024-02-10 12:11:53,,web,CAM_LOT_SEA_01_03
EVT_16700,LOT_LA_02,WZ375FN,EXIT,2024-02-07 19:12:14,8.31,Web,CAM_LOT_LA_02_01
EVT_04373,LOT_SEA_01,UN823AA,ENTRY,2024-02-11 14:52:37,,APP,CAM_LOT_SEA_01_04
EVT_17756,LOT_SF_03,CN873GV,EXIT,2024-02-06 00:49:29,84.61,App,CAM_LOT_SF_03_04
EVT_06349,LOT_SEA_02,HU179ZG,ENTRY,2024-02-23 16:17:41,,App,CAM_LOT_SEA_02_01
EVT_08194,LOT_SEA_01,JX016MT,EXIT,2024-03-30 09:45:11,77.3,app,CAM_LOT_SEA_01_04
EVT_02378,LOT_SEA_01,VN739GT,EXIT,2024-03-07 18:25:03,26.85,APP,CAM_LOT_SEA_01_01
EVT_18451,LOT_SF_02,BU926US,ENTRY,2024-03-09 15:23:50,,APP,CAM_LOT_SF_02_01
EVT_09747,LOT_SEA_02,EL134DF,ENTRY,2024-03-03 14:33:41,,,CAM_LOT_SEA_02_02
EVT_23006,LOT_LA_02,HD647XM,EXIT,2024-02-14 21:28:14,72.75,App,CAM_LOT_LA_02_01
EVT_13260,LOT_LA_02,DD824KW,EXIT,2024-01-14 22:13:56,26.7,,CAM_LOT_LA_02_03
EVT_01962,LOT_SEA_01,VM528WH,EXIT,2024-03-21 14:14:11,6.36,Web,CAM_LOT_SEA_01_03
EVT_21166,LOT_SEA_02,FU120PR,EXIT,2024-02-26 11:22:07,12.83,Web,CAM_LOT_SEA_02_04
EVT_17466,LOT_LA_03,DR839BY,EXIT,2024-02-13 21:31:47,68.06,Web,CAM_LOT_LA_03_01
EVT_02735,LOT_LA_01,PF202HY,ENTRY,2024-03-03 11:04:34,,web,CAM_LOT_LA_01_02
EVT_12588,LOT_SF_03,RL254LV,EXIT,2024-01-07 15:41:11,21.37,web,CAM_LOT_SF_03_03
EVT_15332,LOT_SEA_02,ZV299ML,EXIT,2024-03-20 17:18:45,11.7,Web,CAM_LOT_SEA_02_04
EVT_01056,LOT_SEA_01,KC969GC,EXIT,2024-01-28 12:28:29,18.03,App,CAM_LOT_SEA_01_03
EVT_22437,LOT_LA_01,NX103MS,ENTRY,2024-02-05 07:26:07,,App,CAM_LOT_LA_01_02
EVT_20737,LOT_LA_03,XP502JV,ENTRY,2024-02-25 10:06:09,,text,CAM_LOT_LA_03_02
EVT_21377,LOT_LA_02,BV835UK,ENTRY,2024-02-18 13:00:37,,Web,CAM_LOT_LA_02_01
EVT_02127,LOT_SEA_02,LS872WT,ENTRY,2024-01-30 14:32:40,,app,CAM_LOT_SEA_02_04
EVT_08993,LOT_SEA_01,KX353GK,ENTRY,2024-03-17 12:01:12,,app,CAM_LOT_SEA_01_01
EVT_10254,LOT_SEA_01,PE386VY,EXIT,2024-03-31 04:29:39,75.01,APP,CAM_LOT_SEA_01_01
EVT_08832,LOT_SEA_02,CG736ST,EXIT,2024-01-13 08:42:25,11.28,text,CAM_LOT_SEA_02_01
EVT_17165,LOT_SF_03,WN504RS,ENTRY,2024-02-06 07:45:06,,web,CAM_LOT_SF_03_03
EVT_23272,LOT_SF_03,NT000EZ,EXIT,2024-01-07 14:30:51,21.6,web,CAM_LOT_SF_03_01
EVT_10563,LOT_SEA_02,SE126JP,ENTRY,2024-03-23 13:08:47,,App,CAM_LOT_SEA_02_02
EVT_05480,LOT_LA_01,FE656RN,EXIT,2024-02-11 12:13:34,8.62,web,CAM_LOT_LA_01_03
EVT_13050,LOT_SF_03,GJ110TX,EXIT,2024-03-10 00:00:32,101.84,App,CAM_LOT_SF_03_04
EVT_18577,LOT_LA_01,HU505AY,ENTRY,2024-03-30 07:28:21,,text,CAM_LOT_LA_01_04
EVT_22195,LOT_SF_01,NC681KS,ENTRY,2024-01-27 14:37:26,,App,CAM_LOT_SF_01_01
EVT_07857,LOT_SEA_02,VY361UH,ENTRY,2024-01-20 14:24:11,,Web,CAM_LOT_SEA_02_03
EVT_17527,LOT_LA_03,HU505AY,ENTRY,2024-02-10 10:09:01,,app,CAM_LOT_LA_03_02
EVT_07555,LOT_LA_02,XX016NN,ENTRY,2024-02-10 10:01:08,,APP,CAM_LOT_LA_02_01
EVT_23511,LOT_SEA_01,AA825KS,ENTRY,2024-02-17 15:11:55,,text,CAM_LOT_SEA_01_03
EVT_06662,LOT_SEA_01,RX665AN,EXIT,2024-01-06 23:24:16,61.81,App,CAM_LOT_SEA_01_02
EVT_06229,LOT_SEA_01,UR053KV,ENTRY,2024-03-28 18:02:52,,web,CAM_LOT_SEA_01_03
EVT_03174,LOT_SF_03,FR937CJ,EXIT,2024-01-16 09:49:24,5.35,,CAM_LOT_SF_03_04
EVT_09080,LOT_SF_03,GU055EM,EXIT,2024-03-01 11:17:04,3.9,text,CAM_LOT_SF_03_01
EVT_22812,LOT_LA_03,YR534JG,EXIT,2024-01-19 15:59:50,33.16,text,CAM_LOT_LA_03_01
EVT_20095,LOT_SF_01,HM866FY,ENTRY,2024-03-10 13:21:43,,Web,CAM_LOT_SF_01_02
EVT_08655,LOT_LA_02,GL369HS,ENTRY,2024-01-20 15:55:26,,web,CAM_LOT_LA_02_04
EVT_23189,LOT_SF_01,RT189CH,ENTRY,2024-01-07 14:05:31,,app,CAM_LOT_SF_01_03
EVT_02102,LOT_SEA_02,EA826XS,EXIT,2024-01-20 19:05:29,57.17,text,CAM_LOT_SEA_02_04
EVT_12726,LOT_SEA_02,ED046WP,EXIT,2024-03-28 22:53:40,37.31,APP,CAM_LOT_SEA_02_01
EVT_12074,LOT_LA_01,YF029YR,EXIT,2024-01-07 21:23:11,55.33,Web,CAM_LOT_LA_01_03
EVT_16019,LOT_LA_02,RJ374YT,ENTRY,2024-01-13 09:21:20,,text,CAM_LOT_LA_02_01
EVT_02080,LOT_SF_03,GH529AJ,EXIT,2024-01-17 11:55:25,17.15,app,CAM_LOT_SF_03_01
EVT_00249,LOT_SEA_02,PX120RZ,ENTRY,2024-03-28 15:21:08,,Web,CAM_LOT_SEA_02_03
EVT_18257,LOT_SF_01,HR524GD,ENTRY,2024-02-17 11:23:03,,app,CAM_LOT_SF_01_02
EVT_09617,LOT_SF_01,UB170KP,ENTRY,2024-02-07 19:50:10,,web,CAM_LOT_SF_01_01
EVT_14297,LOT_LA_02,TD412JR,ENTRY,2024-03-29 17:38:40,,app,CAM_LOT_LA_02_01
EVT_19752,LOT_SF_01,SC091AJ,EXIT,2024-03-13 16:11:47,60.55,text,CAM_LOT_SF_01_02
EVT_14981,LOT_SEA_02,UX303ZK,ENTRY,2024-02-03 12:12:33,,text,CAM_LOT_SEA_02_01
EVT_18780,LOT_SEA_01,CF678UT,EXIT,2024-02-03 19:31:01,83.79,,CAM_LOT_SEA_01_02
EVT_04656,LOT_SEA_01,LJ516TA,EXIT,2024-02-07 09:43:35,22.83,web,CAM_LOT_SEA_01_02
EVT_14015,LOT_SEA_02,BU814SX,ENTRY,2024-03-31 13:49:10,,Web,CAM_LOT_SEA_02_04
EVT_01023,LOT_SF_02,VV727US,ENTRY,2024-03-30 10:55:20,,app,CAM_LOT_SF_02_03
EVT_21168,LOT_SEA_02,YZ887RK,EXIT,2024-01-20 17:30:36,23.18,web,CAM_LOT_SEA_02_02
EVT_06386,LOT_LA_02,HJ738EV,EXIT,2024-02-12 00:54:31,80.62,app,CAM_LOT_LA_02_01
EVT_20151,LOT_LA_01,ZV470ML,ENTRY,2024-03-26 08:21:49,,app,CAM_LOT_LA_01_04
EVT_04731,LOT_SF_03,FN841XK,ENTRY,2024-03-24 13:34:14,,text,CAM_LOT_SF_03_01
EVT_07141,LOT_LA_02,MP659HV,ENTRY,2024-03-04 12:36:35,,Web,CAM_LOT_LA_02_02
EVT_02194,LOT_SEA_01,SC870RE,EXIT,2024-01-26 21:20:10,55.97,,CAM_LOT_SEA_01_02
EVT_06008,LOT_SF_02,RK485RA,EXIT,2024-02-11 22:00:03,64.51,,CAM_LOT_SF_02_01
EVT_06636,LOT_SEA_01,XN634CP,EXIT,2024-01-05 18:24:11,48.87,text,CAM_LOT_SEA_01_04
EVT_13997,LOT_LA_02,ZE838LY,ENTRY,2024-02-14 14:44:54,,APP,CAM_LOT_LA_02_03
EVT_22891,LOT_SEA_01,DC780AN,ENTRY,2024-01-07 17:37:13,,web,CAM_LOT_SEA_01_01
EVT_04862,LOT_SF_03,PD497TY,EXIT,2024-03-30 13:26:40,16.52,web,CAM_LOT_SF_03_01
EVT_06774,LOT_SF_03,XV389TH,EXIT,2024-03-16 15:13:13,24.51,APP,CAM_LOT_SF_03_01
EVT_00714,LOT_SF_03,SB272XR,EXIT,2024-03-15 17:01:32,42.64,Web,CAM_LOT_SF_03_03
EVT_21237,LOT_SEA_01,MY199JC,ENTRY,2024-01-29 07:47:20,,text,CAM_LOT_SEA_01_02
EVT_04759,LOT_SEA_02,GJ110TX,ENTRY,2024-01-06 10:28:50,,,CAM_LOT_SEA_02_01
EVT_21220,LOT_LA_01,NE103TT,EXIT,2024-02-09 15:44:03,51.38,App,CAM_LOT_LA_01_02
EVT_19733,LOT_SEA_01,RE625XR,ENTRY,2024-02-22 14:23:57,,Web,CAM_LOT_SEA_01_03
EVT_21851,LOT_LA_02,HM841JG,ENTRY,2024-02-04 09:34:49,,app,CAM_LOT_LA_02_01
EVT_16461,LOT_SF_02,DL182BH,ENTRY,2024-03-10 10:12:26,,App,CAM_LOT_SF_02_03
EVT_23986,LOT_SF_02,VZ218MC,EXIT,2024-03-17 11:25:27,16.37,Web,CAM_LOT_SF_02_04
EVT_00721,LOT_LA_01,BV835UK,ENTRY,2024-02-24 13:10:32,,app,CAM_LOT_LA_01_02
EVT_11317,LOT_SEA_02,WH518NG,ENTRY,2024-03-04 09:19:46,,Web,CAM_LOT_SEA_02_01
EVT_12886,LOT_SEA_01,LM439TS,EXIT,2024-01-14 23:47:40,49.59,,CAM_LOT_SEA_01_01
EVT_19448,LOT_SF_02,DN300VZ,EXIT,2024-01-19 21:32:43,32.01,text,CAM_LOT_SF_02_03
EVT_13139,LOT_LA_02,KH320BH,ENTRY,2024-02-22 19:23:43,,web,CAM_LOT_LA_02_02
EVT_12664,LOT_LA_01,MK025KR,EXIT,2024-02-28 23:12:09,88.67,web,CAM_LOT_LA_01_04
